FEI,Firm_Name ,Count_of_Operations,FDA483_Issued 
3005180122,Michael Hertz  M.D.,1,
3005181249,Toronto Digestive,1,N
3005182470,Utah Division of Human Services IRB,1,N
3005192648,Conradie  Francesca,1,Y
3005192817,Aveo Pharmaceuticals Inc  dba Aveo Oncology,1,Y
3005192817,Aveo Pharmaceuticals Inc  dba Aveo Oncology,1,
3005193475,Zvi Leib  M.D.,1,N
3005193480,Prof. Michele Pavone-Macaluso,1,Y
3005193484,Prof. Patrizio Rigatti,1,Y
3005198342,Wendy Keitel  M.D./P.I.,1,N
3005200388,Michael Shelton  DVM,1,N
3005208180,Sallisaw Equine Clinic,1,Y
3005209290,Charles River Laboratories Clinical Services,1,
3005211905,Sperm Bank  Inc dba Fertility Center of California,1,
3005215684,Carl Baker MD,1,N
3005216734,David O. Matson  MD  PhD,1,Y
3005217618,Rebecca Brady MD,1,N
3005221269,Peter Catalano  M.D.,1,Y
3005226852,Steven E. Bettis,1,
3005228872,Terumo Heart  Inc,1,Y
3005231525,Boston Scientific Corporation  Cupertino,1,N
3005231525,Boston Scientific Corporation  Cupertino,1,Y
3005231525,Boston Scientific Corporation  Cupertino,1,
3005234558,Willsie  Sandra K,1,N
3005234607,Michael S Somero MD,1,N
3005235596,UMDNJ - RWJ Univ. Orthopaedic Group,1,
3005238185,Daniel J. DeAngelo  MD,1,N
3005241015,Celltrion Inc.,1,Y
3005245135,Straehl Cheese Ltd,1,Y
3005249627,AbbeyMoor Medical,1,Y
3005251589,Forsyth Medical Center IRB,1,N
3005256154,Robert J. Amato  MD,1,N
3005256154,Robert J. Amato  MD,1,Y
3005256900,University of Oklahoma Health Science Center,1,N
3005258198,Sigma-Aldrich Production GmbH,1,N
3005258198,Sigma-Aldrich Production GmbH,1,Y
3005258318,Applied Spine Technologies,1,Y
3005258318,Applied Spine Technologies,1,
3005258662,John Brown  MD,1,Y
3005258690,James D Campbell  MD,1,N
3005260150,Ronald M Bukowski MD,1,
3005261015,Kieval Joshua,1,Y
3005267878,Toney John  MD,1,Y
3005271388,Albala  David Md,1,
3005271410,Wells  Charles C.  MD,1,N
3005271915,Domagoj Coric MD,1,N
3005271915,Domagoj Coric MD,1,Y
3005273765,Connecticut Children's Medical Center,1,N
3005273765,Connecticut Children's Medical Center,1,Y
3005273765,Connecticut Children's Medical Center,1,
3005274070,Baeke  Dr John,1,N
3005275961,Phagia Technology  Inc.,1,Y
3005275961,Phagia Technology  Inc.,1,
3005285276,Americo F. Padilla  MD,1,N
3005285276,Americo F. Padilla  MD,1,Y
3005287872,Hanauer  Stephen B  MD,1,Y
3005287872,Hanauer  Stephen B  MD,1,
3005288762,University Community Hospital  Inc. dba Florida Hospital,1,N
3005289581,Steven J. Dell  M.D.,1,N
3005291104,WR-Clinsearch  LLC,1,
3005292565,Self Regional Healthcare,1,N
3005294487,Children'S Medical Center Of Dal,1,
3005297230,David W. Terhune  M.D.,1,Y
3005297237,James S. Cook  M.D.,1,N
3005306071,Reginald Davis MD,1,N
3005306071,Reginald Davis MD,1,
3005326596,Adiana  Inc,1,N
3005327712,Jesse T Lee MD,1,N
3005328901,Avlon Industries,1,Y
3005330528,Bay Area Tumor Institute IRB,1,N
3005333808,Koren  Michael J.  MD,1,Y
3005336119,James Daubert  M.D.,1,N
3005338746,Unilab of Dade,1,Y
3005342256,Sunrise Health Institutional Review Board,1,N
3005342256,Sunrise Health Institutional Review Board,1,Y
3005346345,Dr. John Robinson,1,Y
3005347758,Vivek Reddy  MD,1,Y
3005348773,Lewis  Daniel D.  DVM,1,Y
3005349009,Banikazemi  Maryam,1,Y
3005350793,Johanson  John F.  M.D.  MSc,1,N
3005351097,LabWest Inc.,1,
3005354974,Intas Pharmaceuticals Limited,1,Y
3005355446,Byrne Barry  MD,1,N
3005357587,Ulf Lovgren  Ph.D. - Ferring International Ctr.,1,Y
3005360659,Aristotle Giagounidis  M.D.,1,Y
3005360674,Aron Goldhirsch  M.D.,1,Y
3005360678,Prof. Henning Mouridsen  M.D.  Ph.D.,1,N
3005360678,Prof. Henning Mouridsen  M.D.  Ph.D.,1,Y
3005360743,Burnside M.D.  John,1,N
3005363464,Carine Wouters  M.D.  Ph.D.,1,Y
3005363472,Dr. Valeria Gerloni,1,Y
3005363480,Philippe Reboud  M.D.,1,Y
3005364322,Medtronic Vascular  Inc.,1,Y
3005365473,Fenster  Paul MD,1,Y
3005365979,Mercy Mount Clemens Corp.,1,N
3005365979,Mercy Mount Clemens Corp.,1,Y
3005366010,Community Hospital,1,Y
3005366019,Lennart Anderson  MSc - Novo Nordisk A/S,1,Y
3005366496,Desai  Apurva  M.D.,1,Y
3005367233,Robert M. Peroutka  MD,1,Y
3005367452,David M. Williams  MD,1,Y
3005367576,University of Pittsburgh,1,Y
3005369971,Celia D.C. Christie  M.D.  D.M. Peds  M.P.H.  F.A.A.P.,1,Y
3005369997,Carlos Mautalen  M.D.,1,N
3005370093,Darryl Millis DVM,1,Y
3005370128,DaVinci Biomedical Research INC,1,N
3005372189,Cohn Martin  MD,1,N
3005372272,Sunrise Medical Laboratories  Inc.,1,Y
3005372272,Sunrise Medical Laboratories  Inc.,1,
3005372374,Gerard  William  MD,1,Y
3005373446,Greenhalgh  David M.D.,1,Y
3005374214,Richard Miyamoto  M.D.,1,Y
3005374279,Balkany Thomas J.  MD,1,Y
3005374363,Theodore Bass  MD,1,Y
3005374374,"Charles ""Richard"" Stasney  MD / PI",1,N
3005374393,De Orio James K.  MD,1,N
3005374446,Fiore  Dr Andrew,1,Y
3005374867,Suzanne K. Gazda  M.D.,1,N
3005375357,Vapnik  Tanya PhD,1,Y
3005375449,Hompesch  Marcus MD,1,N
3005376401,Richard Kachel  M.D.,1,Y
3005376609,ORIT Laboratories LLC,1,Y
3005378626,Long Island Gastrointestinal Research Group,1,N
3005384361,Bridges  Tracy A.  M.D.,1,Y
3005384907,Trinity Medical Center,1,N
3005387003,Herzog  Jo Lynne  MD,1,N
3005387204,Teck Mun Soo  M.D.,1,Y
3005387527,Harwell  Jr.  William B  MD,1,N
3005387880,Annina N. Wilkes  M.D.,1,N
3005391603,Kagen  Steven L.  MD  Clinical Investigator,1,N
3005392715,JoAnn M Moulds  PhD  MT (ASCP) SBB,1,N
3005393066,Dr Karny Jacoby,1,N
3005393640,Barry L. Eppley  M.D.,1,Y
3005393881,Firment Christopher  MD,1,Y
3005394065,Dr. David P. Naidich,1,N
3005396446,Jackson  Dr. Christopher,1,N
3005396446,Jackson  Dr. Christopher,1,
3005396520,Asentral IRB  Inc.,1,N
3005396520,Asentral IRB  Inc.,1,Y
3005396594,James R. Perlstrom PhD,1,Y
3005397140,Aspire Independent Review Board LLC,1,Y
3005397164,Faibisoff  Burt,1,Y
3005398217,BioDynamics Research Ltd.,1,Y
3005398220,Werner Weber  M.D.,1,N
3005398307,Goldstein Garry  MD,1,N
3005398557,National Gene Vector Lab. Toxicology Core Cntr.,1,N
3005398580,University of Washington Medica Center RDRC,1,Y
3005398609,STS Division of Ethox International,1,
3005398687,University of Iowa RDRC,1,N
3005398764,M.S. Hershey Med Ctr - Penn State Univ,1,N
3005401201,John M. Turnbow  M.D.,1,
3005401343,Freudenberger  Ronald  M.D.,1,N
3005402183,John R Dimar II MD,1,Y
3005403119,Susan L. Greenspan  M.D.,1,N
3005403245,Sandoz Industrial Products  S.A.,1,Y
3005403434,Paul M. Cinciripini  M.D. / P.I.,1,N
3005404249,Bernard Escudier  M.D.,1,N
3005404261,Cezary Szczylik  M.D.,1,Y
3005404279,Dr. Holger Hirte,1,N
3005405103,Felix F.G. Hilpert,1,Y
3005405106,Dr. du Bois,1,N
3005405582,Quality Data Services  Inc.,1,N
3005405737,Global Investigational Review Board,1,
3005405793,LifeStart Fertility Center,1,N
3005405793,LifeStart Fertility Center,1,Y
3005407895,Goldman  Jeffrey M.D.,1,N
3005409033,Heartland Research Associates LLC,1,N
3005409176,Freilich  Dr Bradley,1,N
3005411429,Mildred Bass  DVM,1,Y
3005412533,UCSF Coordinating Center,1,Y
3005412903,Biovail Contract Research,1,Y
3005413937,Ravinder K. Wali  M.D.,1,Y
3005414182,Manisha H Shah MD,1,Y
3005414810,Hexa Analytical Laboratories,1,N
3005414810,Hexa Analytical Laboratories,1,Y
3005415117,Professor Maxine Dougados,1,Y
3005415167,NDI ADRL Inc. dba Diteba Research Laboratories Inc.,1,N
3005416505,Bonner  James A.   M.D.,1,N
3005416541,Kies  Merrill  M.D.,1,N
3005417153,Dr. David Hancock  Clinical Investigator,1,N
3005418407,Pluris Research Inc,1,N
3005419274,Harrell  Boyd  DVM,1,N
3005419290,Susan P.  Hubbard  D.V.M.,1,N
3005419290,Susan P.  Hubbard  D.V.M.,1,
3005419723,Newton Thomas MD,1,N
3005420890,Schanzlin  David MD,1,Y
3005420983,Roffman  Mark  Dr.,1,N
3005421054,Rodney J. Rohrich  M.D.,1,N
3005421054,Rodney J. Rohrich  M.D.,1,Y
3005421486,Liberty IRB  Inc.,1,N
3005421515,Kennedy William  MD,1,Y
3005422827,Malcolm Kirk  MD,1,Y
3005422939,Michael (NMI) Grimm  M.D.,1,Y
3005423435,Paracor Medical  Inc,1,N
3005423806,Blair E. Cox  M.D.,1,N
3005423878,Wozniak  Paul,1,Y
3005424620,Radiant Research,1,
3005426672,H Pat Hezmall  MD,1,Y
3005427028,Philadelphia Health & Education Corp  IRB #1 dba Drexel Univ,1,N
3005427716,John D. Parker  M.D.,1,Y
3005427724,Thomas Rebane  M.D.,1,Y
3005427772,Schweizer  Dr Jay,1,N
3005428350,Floyd Memorial Hospital,1,N
3005428802,Kasahara  Nori M.D.  Ph.D.,1,N
3005431068,Gupta  Arvind K.  M.D.,1,N
3005431068,Gupta  Arvind K.  M.D.,1,Y
3005432516,Ottorino Costantini MD,1,Y
3005432567,Rodney M. Durham  MD,1,Y
3005432878,Gomella  Leonard,1,N
3005432878,Gomella  Leonard,1,Y
3005432904,Grossman  Herbert B.,1,N
3005432934,Unyime O. Nseyo  MD,1,N
3005433112,Dale  Lowell C.  M. D.  Clinical Investigator,1,Y
3005436538,Powell  Timothy W.,1,Y
3005436538,Powell  Timothy W.,1,
3005436638,Chatterjee  Dr Archana,1,N
3005436804,Michael Henrickson  M.D.,1,Y
3005437050,John Champlin  M.D.,1,N
3005437050,John Champlin  M.D.,1,Y
3005438494,Gregory Pierce MD,1,N
3005438494,Gregory Pierce MD,1,Y
3005438700,W. Thomas Garland  M.D,1,N
3005441307,Dr. Thomas Errico,1,N
3005442089,Brosman  Stanley MD,1,Y
3005442924,Jeanne Ballard  M.D.,1,Y
3005442995,Bart Can Overmeire  M.D.  Ph.D.,1,N
3005443000,Grzegorz Szelazek  M.D.,1,N
3005443005,Gerald T. Ramsdell  DVM,1,Y
3005444144,Kocheril  Abraham,1,Y
3005445577,PAREXEL International,1,Y
3005446005,Echavez  Michael I.  M.D.,1,Y
3005447311,Collin B. Smikle  MD,1,Y
3005447911,Androniki (nmi) Bili  M.D.,1,N
3005448129,McQueen  Dr David A,1,Y
3005448523,Jorge Sanchez  M.D.,1,N
3005448709,Elizabeth B. Klerman  M.D.,1,Y
3005453460,Community Blood Center of Greater Kansas City IRB,1,N
3005453511,Essink  Dr Brandon,1,N
3005453511,Essink  Dr Brandon,1,Y
3005456844,Ziv J. Haskal  MD,1,N
3005459343,Allan Reichenstein  DVM  Clinical Investigator,1,N
3005460954,Timothy Driscoll MD,1,N
3005461575,Dr Stephen  Elkouri,1,Y
3005461589,Sylvie van Molle/Ariette van Strien,1,N
3005461640,Dr. Gianni Saguatti - Dir. Breast Diagnostics Ctr.,1,Y
3005461640,Dr. Gianni Saguatti - Dir. Breast Diagnostics Ctr.,1,
3005461712,Prof. Yves Fradet (Site 231),1,Y
3005461712,Prof. Yves Fradet (Site 231),1,
3005461753,F. Sibel Ozekmekci  M.D.,1,Y
3005461815,Marco Onofrj  M.D.,1,Y
3005462662,New York Medical College,1,N
3005466344,Innovata PLC,1,N
3005468472,Navnit Kaur  MD,1,Y
3005469004,Cato Research Boston,1,N
3005472141,Smith  Dr. Dan R.   Clinical Investigator,1,Y
3005472345,Pathology Associates Inc,1,N
3005472489,Robert Boissoneault Oncology Institute,1,
3005473403,Robert Enoch Litman MD,1,N
3005474671,Don Chilson,1,N
3005474671,Don Chilson,1,
3005474709,Corey Bloom  Jody,1,N
3005474723,Joanne Wojcieszek,1,Y
3005474748,Ondo  William,1,Y
3005474876,Ethicon IRB,1,N
3005475395,Priya S Kishnani S MD,1,N
3005478248,Institute of Translational Oncology Research,1,N
3005480661,Kevin Syvrud  DVM,1,N
3005480661,Kevin Syvrud  DVM,1,
3005482166,D Hal Silcox III MD,1,N
3005482318,Elizabeth L. Hohmann  M.D.,1,Y
3005483765,Accellab,1,N
3005485789,David E. Linden  MD  Clinical Investigator,1,N
3005485789,David E. Linden  MD  Clinical Investigator,1,Y
3005485908,Klein  Thomas,1,N
3005485915,Smith   Diane K. MD,1,N
3005487923,The Elizabeth Seton Pediatric Center IRB,1,N
3005488186,Hester  Thomas MD,1,Y
3005490588,Flora Research,1,N
3005490860,William Likosky  MD,1,Y
3005490860,William Likosky  MD,1,
3005491660,University of California,1,N
3005491660,University of California,1,
3005495245,Lawson  Lydia Ruth,1,N
3005497507,Unichem Laboratories Limited,1,N
3005500874,Johnson  Karen M.D.,1,N
3005501127,SHLAY  JUDITH C MD,1,N
3005501497,Anulex Technologies Inc,1,Y
3005502664,Paul Robert Myers MD,1,N
3005503876,Charles River Laboratories France - CRLF SAS,1,N
3005504338,MSN Laboratories Limited - Formulations Division,1,N
3005507128,Sykes  Scott O.  MD,1,Y
3005509216,Nuttall  Gregory A.  M.D.  Clinical Investigator,1,N
3005512575,Brett A. Berryhill,1,N
3005512684,Alan Marc Gillinov MD,1,Y
3005512684,Alan Marc Gillinov MD,1,
3005512739,Randall K Wolf MD,1,Y
3005512739,Randall K Wolf MD,1,
3005512967,Constantin  Luis  M.D.,1,Y
3005514213,Advanced Diabetes Treatment Ctr,1,
3005515443,Gabrielsen  Alvin A.  Jr.  M.D.,1,Y
3005517853,Stephen Goldner  JD,1,
3005519941,Olga L. Barbarash  M.D.  Ph.D.,1,Y
3005520008,Prof. Marina F. Ballyuzek,1,Y
3005520013,Dr. Boris M. Goloschekin,1,N
3005520016,Dr. Victor Kostenko,1,Y
3005520025,Dr. Sergey R. Minkin,1,Y
3005520045,Prof. Evgeniy M. Nifontov,1,N
3005520076,Prof. Olga D. Ostroumova,1,Y
3005520093,Prof. Vitaliy A. Tsyrlin,1,N
3005520100,Coleman Rotstein  M.D.,1,Y
3005520112,Eric Sicard  M.D.,1,N
3005520140,Prof. Wolfgang Schols,1,N
3005520149,Dr. Zszislawa Kornacewicz-Jach,1,N
3005520158,Prof. Joseph Brugada,1,Y
3005523340,LeeCoast IRB,1,
3005523681,Gaines  Dr Robert W,1,N
3005523732,Ellis  Mark H.,1,N
3005523741,Tripathy  Dr Sanchayita,1,Y
3005523890,Healthcore  Inc.,1,N
3005524194,Leung  Donald Y.M.,1,Y
3005526033,Zangwill  Kenneth M MD,1,N
3005527908,Martha V. White  MD,1,N
3005527908,Martha V. White  MD,1,Y
3005535767,Prof. Andrzej Wajgt  Dr. hab. - Samodzielny Publiczny Centr.,1,N
3005536875,Dennis Scott Devinney  DO,1,Y
3005541663,Davies  Angela,1,N
3005541672,Lara  Primo,1,Y
3005543393,Daron R. Brown  M.D.,1,N
3005544060,Girone  Mark  DVM,1,Y
3005545483,Stacey L. Silvers  M.D.,1,N
3005545530,Koutsky  Laura A.   Ph.D.,1,Y
3005546383,Gregg Feinerman Md Inc,1,N
3005547478,Horatio Kaufmann   M.D.,1,N
3005548382,Janssen Research & Development   LLC,1,N
3005550216,BioElectronics Corporation,1,N
3005552204,Mark E. Shaffrey  MD,1,Y
3005553411,Burzynski Research Institute,1,Y
3005553836,Parker  Ann   DVM,1,N
3005554331,UFAG Laboratorien AG,1,N
3005556528,Christine M. Eng   M.D. / P.I.,1,N
3005556659,Cohen  Stanley  MD,1,Y
3005556669,Wallace V Crandall MD,1,Y
3005557434,Mark G. Speaker  MD  PhD,1,N
3005561891,Howard D. Engler  PhD,1,N
3005562258,Shirley  Mark  DO,1,Y
3005562422,Rossiter  Thomas,1,N
3005562428,Michael J. Haller   MD,1,N
3005562453,Barker  Charles,1,N
3005562559,Marx Robert E.  D.D.S.,1,Y
3005564607,Malcolm T Foster III MD,1,Y
3005565759,Sofen  Howard,1,N
3005565759,Sofen  Howard,1,Y
3005565789,Shanahan  Ph.D.  Robert W.,1,Y
3005566702,Environmental Science and Research Ltd. (ESR),1,N
3005566715,Dr. Zhanquan Li,1,Y
3005566718,Dr. Ruiping Zhao,1,Y
3005566719,Dr. Fengde Wang,1,Y
3005566725,Dr. Liwen Zheng,1,Y
3005567625,Wertheim  Michael,1,N
3005567632,Taylor  Donald  MD,1,Y
3005569074,Larry Cruthers DVM,1,N
3005569417,Rauser  Michael,1,Y
3005569467,Fan  Joseph,1,Y
3005570334,Dr George J Atiee,1,N
3005570782,Charles Simonton III MD,1,N
3005572977,Galesburg Institutional Review Board,1,Y
3005572977,Galesburg Institutional Review Board,1,
3005575644,ZeeCRO Inc,1,N
3005575844,Vesole  David Dr,1,Y
3005578094,Stanislav Weiner  MD,1,
3005578442,Meister  Richard MD,1,N
3005578594,New Phase Research and Development,1,N
3005578594,New Phase Research and Development,1,
3005579034,Blanca Vazquez  M.D.,1,N
3005579569,Firsthealth Of The Carolinas,1,N
3005580468,Midwestern University IRB,1,
3005580517,Vimta Labs  Limited,1,N
3005581207,Robert Bargar  M.D.,1,N
3005585128,Menachem Miodovnik,1,Y
3005587179,Pharmanet  Inc,1,N
3005587376,North Shore LIJ Health System Laboratories,1,Y
3005590045,Paul A. Moore  DMD,1,N
3005590102,Jo Goodson,1,N
3005590588,David Eberhard,1,N
3005591606,Lilenbaum M.D.  Rogerio C.,1,Y
3005591648,Tester  William J.,1,N
3005591771,Yves Poulin  MD,1,N
3005591771,Yves Poulin  MD,1,Y
3005593469,Lee  Bum Soo  MD,1,N
3005593524,Gregory S. Kaczensk  M.D.,1,N
3005593553,Mahajan  Prashant,1,Y
3005593996,Samuel W. Mietling  M.D.,1,N
3005593996,Samuel W. Mietling  M.D.,1,Y
3005594014,Lambert  Scott  MD,1,N
3005597662,Dr. Greg Rouchon DVM  Clinical Investigator,1,N
3005597708,Eichenfield  Lawrence F,1,Y
3005597819,I. Mitha  MB. Ch.B,1,Y
3005597828,P. Potter  MB. Ch.B.,1,Y
3005597842,C. Van Rensburg  MB. Ch.B.,1,Y
3005598125,K. A. Rahn  M.D.,1,Y
3005598190,John E Pappas MD,1,N
3005598190,John E Pappas MD,1,Y
3005598197,Hays  John  M.D.  Clinical Investigator,1,N
3005598205,Nancy A. Rigotti,1,N
3005598317,Spiro  Scott A.,1,N
3005598317,Spiro  Scott A.,1,Y
3005599067,ChromaDex Analytics,1,Y
3005600478,Ann Childress  M.D.,1,Y
3005602488,Rubin  Jerome L.,1,Y
3005602520,J. Zhong,1,Y
3005604038,Norman Walter  M.D.,1,Y
3005604160,Stephen B. Colvin  MD,1,N
3005605719,Advanced Fertility Care  PLLC  Arizona Advanced Reprod Lab,1,N
3005606622,CKW Pharma Extract GmbH & Co. KG,1,Y
3005607468,Bose  William  MD,1,Y
3005609133,Richard J. Grant  Ph.D,1,Y
3005609256,Glaser  Dr Dee Anna,1,N
3005609501,Timothy J. Wilkin  MD,1,N
3005609512,Janicak  Philip  M.D.,1,Y
3005609832,Brooks  Benjamin  MD  Clinical Investigator,1,Y
3005609843,Pattee  Dr Gary,1,N
3005612176,Richard T. Silver  M.D.,1,N
3005612387,Strathdee  Steffanie PhD,1,
3005613534,Christopher Makris  M.D.,1,N
3005613620,Richard Bogan,1,N
3005615165,Jhangiani  Haresh S MD,1,N
3005615655,Jazz Pharmaceuticals  Inc,1,N
3005615885,CiVentiChem  LLC.,1,N
3005617555,Acadia Pharmaceuticals  Inc,1,Y
3005617678,Nides  Mitchell  A.,1,N
3005619544,BioReliance Limited,1,Y
3005619549,BioReliance Limited,1,Y
3005621182,Josef Ruschoff  M.D.,1,N
3005623460,Schallhorn  Steven MD,1,N
3005625374,Charlotte A. Gaydos  PhD,1,N
3005625374,Charlotte A. Gaydos  PhD,1,Y
3005625597,Chia Wang  MD  MS,1,N
3005625597,Chia Wang  MD  MS,1,
3005625641,Soltes  Barbara  A.,1,Y
3005625655,McDermott  Michelle  M.D.,1,Y
3005625665,CTMR  LLC,1,Y
3005625672,Waldbaum  Arthur S.  M.D.,1,N
3005625672,Waldbaum  Arthur S.  M.D.,1,Y
3005625672,Waldbaum  Arthur S.  M.D.,1,
3005625732,Keith A. Aqua  M.D.,1,
3005625741,Janet K. Gersten,1,Y
3005625791,Marden  David W  DO,1,Y
3005625801,Seidman  Dr. Larry S.,1,N
3005625801,Seidman  Dr. Larry S.,1,Y
3005625815,Tomlinson  Daniel,1,Y
3005625815,Tomlinson  Daniel,1,
3005626028,Dr. Roberto Guigliani,1,N
3005627105,Michael A Choti MD,1,Y
3005627342,Mannel  Dr.  Robert,1,N
3005627459,Schachet  John L.,1,N
3005627856,Goff  John S.,1,Y
3005627871,Julio A Salcedo MD,1,N
3005629879,North Texas Research Laboratory,1,N
3005630009,Dr. Alfredo E. Thomson  M.D.,1,N
3005630009,Dr. Alfredo E. Thomson  M.D.,1,Y
3005630010,Dr. Roberto De Arbelaiz,1,Y
3005632529,Lisberg  Edward E.  M.D.,1,N
3005632529,Lisberg  Edward E.  M.D.,1,Y
3005637292,Candice J. Perkins M.D.,1,N
3005637354,Stony Brook Institutional Review Board,1,N
3005637606,Hinohara  Tomoaki  M.D.,1,N
3005641298,Macheers  Steven K.  MD,1,N
3005641337,Firmplace Corporation Yerevan Branch,1,N
3005641379,Ricardo Yaryura  MD,1,N
3005641483,Phase One Solutions  Inc.  ,1,Y
3005641565,Douglas Manufacturing Limited,1,Y
3005642038,Boston Medtech Advisors,1,N
3005642054,Southern Institutional Review Board Services Inc.,1,Y
3005643709,Gel Analytics  Llc,1,N
3005643709,Gel Analytics  Llc,1,
3005647864,Sergio Cheviakoff  M.D.,1,N
3005647885,Jamusz Tomaszewski  M.D.,1,N
3005647945,Dr. Felix Grigorian,1,N
3005647955,Ester Santander  M.D.,1,N
3005648706,Asarch Richard  M.D.,1,Y
3005654199,STD Pharmaceutical Products Ltd.,1,Y
3005656426,George M. Joseph,1,N
3005656426,George M. Joseph,1,Y
3005656444,Teresa Wright,1,Y
3005656461,Cetero Research,1,N
3005656461,Cetero Research,1,Y
3005659056,Prof. Dr. Michele Baccarani - Univ. Di Bologna,1,Y
3005659065,Prof. Dr. Andreas Hochhaus,1,Y
3005659076,Alain Hendlisz,1,N
3005659086,Marc Peeters,1,N
3005660570,Freeland  Daniel  V.,1,Y
3005661072,Fischer  Jeffrey L  MD   Clinical Investigator,1,N
3005662872,Marcos Vidal Melo  M.D.,1,N
3005662882,Edwin Avery  M.D.,1,N
3005662902,Dans  Nestor,1,N
3005662904,Russell Vester,1,N
3005662981,Malik  Firasat  M.D.,1,N
3005664884,Clinical Research Consultants Inc,1,Y
3005664884,Clinical Research Consultants Inc,1,
3005665358,University of Arizona,1,N
3005667876,Stewart  Daniel  D.O.,1,N
3005667971,Garland  William T.   M.D.,1,Y
3005669510,Schlessinger  Dr Joel,1,Y
3005670239,Gilbert Podolsky  M.D.,1,Y
3005670242,Martin E. Hale MD,1,N
3005670242,Martin E. Hale MD,1,Y
3005671610,Davison  Dr James A,1,Y
3005674637,Abraham  Anil MD,1,Y
3005674641,Andreas Koster  M.D.,1,Y
3005674641,Andreas Koster  M.D.,1,
3005674655,Torben Skovsgaard,1,N
3005674663,Bjarne A. Jensen,1,N
3005675310,Parsons  Anna K.  M.D.,1,N
3005677401,Chandler  Bronell E.  M.D.,1,N
3005677426,Zawada  Edward T Jr MD  Clinical Investigator,1,N
3005681542,Rosemore  Michael A.  DO,1,N
3005681557,Tushar Patel  M.D.,1,N
3005681557,Tushar Patel  M.D.,1,Y
3005683217,Hinton  Jr.  John L.  MD,1,N
3005683233,Southern Drug Research  Inc.,1,N
3005684046,Huvepharma Inc,1,
3005686407,Linco Diagnostics,1,N
3005687958,Hunter C. Leake  III  MD,1,N
3005690221,Jackowski  Lechoslaw  MD,1,N
3005690267,International Bio-Institute Corporation,1,N
3005690336,Yun-Fan Liaw  M.D.,1,N
3005690349,Edward Gane  M.D.,1,N
3005690357,William Sievert  M.D.,1,N
3005690429,Dr. Ismail Tambi,1,N
3005690441,Dr. Suporn Koetsawang,1,N
3005690454,Dr. Orawan Kiriwat,1,N
3005690669,Dr. Mats Elm,1,N
3005690675,Dr. Per Akesson,1,N
3005690687,Maria Cristina DeSalvo,1,Y
3005690701,Isidro Zavala Trujillo  M.D.,1,Y
3005690705,Horacio Ariza  M.D.,1,Y
3005692397,Felman  Ira  M.D.,1,Y
3005692417,Kennedy  Peter S. M.D.,1,Y
3005692792,Rasean T. Hodge  MD,1,Y
3005692792,Rasean T. Hodge  MD,1,
3005692802,James Nunley  MD,1,Y
3005692825,Kerstin Betterman MD,1,N
3005693952,Mogulkoc  Nesrin MD,1,N
3005694332,Taylor  Mark B.  MD,1,N
3005697061,Covenant Medical Center,1,Y
3005697061,Covenant Medical Center,1,
3005698086,John J Young MD,1,N
3005698674,Sambunaris  Angelo MD,1,Y
3005698684,Caroline M DuPont MD,1,N
3005698688,Nicholas DeMartinis,1,Y
3005700097,Lein  Dr David A,1,Y
3005700366,Dippel  Eric,1,Y
3005700431,Shiva Maralani  M.D.,1,Y
3005704516,Garrie J Haas MD,1,N
3005704516,Garrie J Haas MD,1,Y
3005706582,Richard Riker,1,Y
3005706588,Geller  Eran,1,Y
3005706620,Steven T Boyce PhD,1,Y
3005706630,Richard Kagan MD,1,Y
3005707729,Beahm  Dr Donald E,1,Y
3005708971,John M. Cappleman  M.D.,1,Y
3005709202,Gene Coppa M.D.,1,N
3005710501,Michael McGuire  DDS  Inc.,1,N
3005712026,Prof. Giampaolo Merlini,1,Y
3005715889,Harold Weiss  MD,1,Y
3005715894,Lawrence S. Halperin,1,Y
3005717025,Padget Larry Gene. Jr.,1,N
3005717025,Padget Larry Gene. Jr.,1,
3005723360,Dahl  Geoffrey E.  PhD,1,N
3005725007,Martin  Jack L.  M.D.,1,N
3005725103,Pivotal Research Solutions,1,N
3005726420,David Avigan  M.D.,1,N
3005727282,Japan Inspection Assoc of Food Inc.,1,N
3005728305,Woman's Hospital Foundation Institutional Review Board,1,Y
3005730791,Bakhos  Mamdouh  M.D.,1,N
3005732405,Muhammad Hamid Bashir MD,1,N
3005732405,Muhammad Hamid Bashir MD,1,Y
3005732567,Dr. Chris Rumsey,1,Y
3005734111,Hauth John C MD,1,N
3005734190,Sibai  Baha  MD,1,Y
3005734190,Sibai  Baha  MD,1,
3005734914,Kit M. Song  M.D.,1,Y
3005734914,Kit M. Song  M.D.,1,
3005738361,Paul Sieving  M.D.  Ph. D.,1,Y
3005738750,Nick Mamalis  MD,1,N
3005739628,Paul McCabe,1,Y
3005739631,Chung  Steven  MD,1,N
3005739842,A. Kim Ritchey  M.D.,1,N
3005739854,Katzenstein  Howard Mark  M.D.,1,N
3005740099,Theresa R. Pacheco,1,N
3005740300,Le Bonheur Children's Medical Center IRB,1,
3005740408,Bernadette D'Souza  MD,1,N
3005740408,Bernadette D'Souza  MD,1,
3005740997,Peter Chase  MD,1,Y
3005741448,Kevin J. Cline  M.D.,1,N
3005741448,Kevin J. Cline  M.D.,1,
3005741856,Foster  Anjanetta  M.D.,1,N
3005741856,Foster  Anjanetta  M.D.,1,
3005742252,Shapiro  Ralph S  MD  Clinical Investigator,1,Y
