Fer,Name,Lines,Value
2227633,Mitsui_Foods_Inc,369,69401
3002766283,Western_Pacific_Produce_Inc_,369,26757
3004318704,Inn_Foods_Inc_,368,3
3012422845,GROWMARK_INC_AGRIS_COOPERATIVE,368,11250
3012089526,GN_RESOUND,367,59
3000205229,UPS_Supply_Chain_Solutions_Inc_,366,136
3012435974,CISCO_SYSTEMS_INC_-_US_DEMO_DEPO,365,2234
3004249546,Hartley_&_Parker_Limited_Inc_,364,0
3009928968,North_American_Feed_Ingredients_Inc_,364,101561
2000002221,TRETOS_&_SONS_CORPORATION,363,13534
3000169997,Trudell_Medical,363,125
2050011,Beckman_Coulter_Inc,361,148901
3000114354,Miracle_Feeds_Of_Canada_Limited,361,739
3002426961,Crystal_International_Group_Inc,361,0
3010056531,Sanda_Pastries_Inc_,361,150
3013091179,ALCA_TRADING_CORPORATION,361,38801
3009282815,Dentalium_Dental_Ceramics,360,1
3009703597,Shift_Recycling_Inc,360,19
3002956196,Awesum_Organics_Aka_Farmers_Fruit_Express_Inc_,359,92316
3006744389,Gerber_Products_Company_dba_Nestle_Infant_Nutrition,358,69134
3010281116,Dufry_Seattle_Jv,358,10
3009858901,Southern_Wine_&_Spirits_of_Minnesota_LLC,357,0
3000983495,Essence_Corp__Patricia_Bona,355,39
3007924832,Pure_Hothouse_Foods_Inc,355,5517
3012417953,3M_COMPANY,355,20079
3007886520,Safdie_International_Inc,354,0
3011063362,Shearers_Foods_Canada_Inc,354,29100
3001237607,Fresh_Island_Fish_Company_Inc_,353,30
3002688925,Onward_Multi-Corp_Inc,353,0
1000288007,Excel_Corp,352,0
3004540219,Smith_Sterling_Dental_Laboratories,351,1
3000172555,Poss_Design_Ltd,350,0
3000961303,Zapata_Envases_Sa_De_Cv,350,56677
3000102243,Delta_Beverages_Inc,348,8124
2000046707,RNDC_Texas_LLC,347,16699
3012231657,SPAN_MEDICAL_PRODUCTS_CANADA_INC,347,1284
2025698,Olde_Thompson_Inc_,346,1452
3008940559,Field_Farms_Marketing_Ltd,346,65341
3017039,Floyd_Peterson_Company,345,21
3002942219,Delano_Farms_Company,344,118260
3012468058,CALEDON_PRODUCE_FARMS_LTD,344,14400
3008507209,Classic_Wines_LLC,343,0
3012077992,PURE_FRESH_LLC,343,12096
3004483615,Airways_Freight_Corp,342,1
3008609574,Manuel_Nunez_Carrillo,342,8271
2936485,Stryker_Corporation,341,80
3012357152,LEAHY_ORCHARDS_INC,340,3310
1642907,Biad_Chili_Ltd__Co_,339,15600
1000293914,Lansing_Vermont_Inc_,339,14350
3000320879,Ta_Te_Trading_Co_,338,51805
3002994066,Visteon_Systems_Llc,338,51515
3004281671,FIERA_FOODS_COMPANY,338,4236
3009073313,Davidstea_Inc,338,0
3012368416,NYPRO_HEALTHCARE_BAJA_INC,338,37242
1000594634,The_Wine_Group,337,416830
3001639700,Herbal_House_Quality_Gardens_Inc_,336,878
3012396419,JOHN_A_STEER_CO,336,528
3012458001,US_FOODS_PARKWAY_GREENSBURG,336,0
3003462157,Canada_Malting_Calagry,335,53989
2429304,Olympus_Corporation_of_the_Americas,334,15317
3023245,Siemens_Medical_Solutions_USA_Inc_,334,166555
3006180388,Donald_O_Montgomery,334,100
3011081733,Heineken_Usa_Inc,334,79109
1000407600,Mix_Produce_Sales,332,20928
3011710085,Clt_Logistics_Inc,332,1098
3012411565,SPLENDID_BY_PORVENIR_LLC,332,58244
1823291,Maplehurst_Bakeries_LLC_,331,146474
1000305590,Centerchem_Inc_,331,1
3007343541,TORTILLAS_DE_MAIZ_ROSENDA_LLC,331,196
3011348003,CCC_AMERICA_INC_,331,3750
3002323432,Leaf_Farms_Inc_,330,9300
3000103420,Italpasta,329,1916
3005749493,Tri-Union_Frozen_Foods_Inc,329,3
3001576415,Isomers_Laboratories,328,0
3002517825,Solis_Foods_Corporation_Inc,328,1033
3004348602,Paulmex_Frozen_Products_LTD,326,16791
3008998925,Novozymes_Blair,326,163920
3005094425,Pea_King_Produce_Inc_,325,37363
3008039682,Tura_Inc,325,60
3000312840,Bayer_Healthcare_LLC,323,53869
3008361539,TAI_SING_INTERNATIONAL_CORP,322,21504
3000131798,Patel_Shippers_Inc,321,225
3003404951,Neo_Supershooters_Inc,321,0
3002830690,Perfetti_Van_Melle_USA_Inc,320,35597
3012513615,PROVIDIEN_DEVICE_ASSEMBLY_LLC,318,29
3003671557,G_Production_Inc_,317,30845
3012598184,ENGLISH_BAY_BATTER_-_TORONTO,317,12531
2025366,Yamaha_Corporation_Of_America,316,2120
1000557883,Schieffelin_And_Co,314,854898
3000038421,Heritage_Coffee_Co_Ltd,313,0
3006525426,Royal_Flavor_Llc,313,3520
3008107888,Hydroserre_Bois-Francs_Inc,313,8595
3012087968,W_D_POTATO_CO_LTD,313,4230
3012290450,ONE_BANANA_NORTH_AMERICA_CORP,313,20928
1717308,Hain_Celestial_Group,311,116047
1217116,Philips_Medical_Systems_North_America_Inc,310,49772
3003164386,Harvest_Sensations_LLC,310,594
3009892867,Triple_One_U_S_A__Inc,309,29952
3000114609,Golden_West_Baking,306,56276
3002928071,The_Onion_House_LLC,306,4050
3006438648,Agmotion_Inc_,306,36070
3010986775,Chula_Brand_Ca_Corp,306,15220
1000526822,Miele_Inc_,305,3014
3012392753,DESARROLLOS_TECNIFICADOS_AGRICOL,305,3511
2000031924,CrossWood_Associates_Inc_,304,25519
3000004927,John_Lewis_Industriesltd_,304,0
3003724122,Palmex_I_Ltd,304,14363
3009421543,Western_Addition_Ltd,303,17011
3000130446,KH_International,302,28689
3002807465,Les_Laboratoires_Blanchard,301,0
3005600908,Product_Specialties_Inc,301,0
3010080690,Exfo_America_Inc_,301,799
3013287178,ENESCO,301,5025
3002600094,Strader_Ferris_International_Ltd,300,0
3005021837,G__Thompson_Livestock_Co__Inc_,300,48750
3021071,Acme_Food_Sales_Inc,299,70035
3000224645,Serotec_Inc,299,997
1000525568,Central_American_Produce,298,34818
3004421403,Comercializadora_Hermanos_Hayash,297,3204
3012314713,LG_HOUSEHOLD_AND_HEALTHCARE_AMER,297,
3006379445,Cooke_Aquaculture_Inc_,296,93530
3007220563,Higueral_Produce_Inc,296,86966
3011744115,Rogers_Foods_Ltd,296,1
3012002225,Intercom_Fruit_And_Vegetables,296,2640
3003274090,Vitrolife_Inc_,295,1
3012161746,CUASA_IMPORTS_INC,295,33750
2027467,Alphatec_Spine_Inc_,294,394
1000523009,Azuma_Foods_International_Inc_USA,294,0
1000550971,Original_RNW,294,160
3008733044,Orthobone_Inc,293,15
1720157,J_R_Simplot_Company,292,8481
2010393,DPI_Specialty_Foods_West_Inc_,292,1
3004191242,RodriguezJose_Luis_Ballestros,292,1925
3012031,Univar_USA_Inc_,291,90041
1000176854,Universal_Flavors_-_Usa_Inc_,291,5593
3001082999,S_C_A_Molnlycke,291,3923
3000245243,Nutreco_Canada_Inc,290,70520
3006997268,Gmc_Imports_Corp_,290,9720
3004808574,Taylor_Fish_Company,289,0
3012291319,EXP_GROUP_LLC,289,34180
3000073010,Stanpac_Inc,288,30
3007497594,Fruit_Treasure_Inc,287,1512
3012308734,BARCEL_SA_DE_CV__PLANTA_LAGUNA,287,2513
3012423087,SCOTT_BRADFORD_MILLER_DBA_TROPIC,286,2708
3012464019,PAULMEX_FROZEN_PRODUCTS,286,10949
3006571463,Melons_Of_Central_America_Inc,285,7680
3010622385,Viva_Fresh_Produce_Inc,285,43320
3001092088,Nordion_Canada_Inc_,284,19595
3011275637,Rainfield_Ranches_Lp,283,92487
1000470802,Ronald_A__Chisholm_U_S_A__Inc_,282,75600
3003436811,Biolab_International_Inc,282,2914
3004255778,Detersol_S_A__de_C_V_,282,1246
3006394040,Bio_Biscuit,282,1
3009108081,Southern_Glazer's_Wine_&_Spirits_of_Washington_LLC,282,8640
3011923324,D&C_Vanderzaag_Farms_Ltd,282,4950
3009693337,Phonak,281,0
1823260,Roche_Diagnostics_Corporation,280,10
3007494832,Horizon_Manufacturing_Inc_,280,1
3008785453,Grupo_Agricola_Ramirez_Sa_De_Cv,280,3168
3010377857,Blue_Distribution_Llc,280,28080
3012320145,ST_DAVIDS_HYDROPONICS_LTD,280,1704
3002995916,Novica_United_Inc_,279,43
3003693135,Vida_Fresh,279,364
3011367501,Spectrum_Brands_Inc_,279,83031
2000013515,Sun_Mark_Foods_Ltd_,278,29158
3003489648,Vision_Investment_Group,278,0
3003921228,Mediphysics,278,11921
3011670812,Gordon_Food_Service,278,0
3003309607,Reunion_Island_Coffee_Ltd,277,101
3012570536,CAMPANAS_DEL_DESIERTO_SA_DE_CV,277,30437
3012302532,INAGROCAMPO_USA,276,540
1023813,Heaven_Hill_Distilleries_Inc,275,31984
3002898912,Delon_Laboratories,275,0
3000054553,H__J__Vanderzagg_Farms_Limited,274,22950
3000263831,Dimon_International_Inc,273,0
3000268072,Les_Aliments_Dainty_Foods_Inc,273,0
3011376387,Libre_Naturals,273,51
3012178,EPL_Feed_LLC,272,8680
1000612498,Dominion__Grimm_Inc,272,0
3001375411,Expresspoint_Technology_Services,272,378
3003886917,C_B__Constantini_Ltd,272,24768
3007011679,Henry_Lambertz_Inc_,272,24480
3008076449,Torus_Trading_Sa_De_Cv,272,23913
3000259270,M_H_W_Ltd,271,74
3004661147,Jensen_Packing_LP,271,2568
2000030820,Raja_Foods_and_Vegetables_Inc,270,2558
3002855365,Christie_Digital_Systems,270,0
3003219915,The_Quaker_Oats_Company,270,87021
3008763832,Oxford_Frozen_Foods_Limited,270,84360
3011298248,Beaver_Fishery_Inc,270,0
3012227848,CUTSINGER_ENTERPRISES_INC_DBA_I,270,4080
3012409990,ETHICON_ENDO_SURGERY_INC,270,25422
1824206,Hill-Rom_Inc_,269,143231
3012429218,ADM_OILSEED_PROCESSING,269,34337
3000184961,Lantic_Inc__aka_Lantic_SugarIinc_,268,26688
3001752600,Usine_Rotec_Inc,268,0
3004334796,J_&_D_Produce_Inc,268,43506
2015691,Edwards_Lifesciences_LLC,267,11
3001190447,Sanuvox_Technologies_Inc,267,0
2912089,D'Arrigo_Bros_Of_California,266,23044
2000037327,Tex-Mex_Sales,266,8250
3012130942,FRANK_P_ARMELLINI_DBA_CAL_VEG_FA,266,1
3003836868,Pfizer_Inc_,265,3429
3011144226,Gns_Sales_Llc,265,6990
1818910,DePuy_Orthopaedics_Inc_,264,1032
3010505607,Manuel_Mendez,264,198
3012134993,FABRICA_DE_SULFATO_EL_AGUILA_SA,264,124520
3005847165,Patterson_Companies,263,365039
3005912037,Abbott_Vascular_Inc,263,0
3008904641,Pepsico_Sales_Inc_,263,51420
3012147275,LA_MOLIENDA_MEXICANA_LLC,262,1248
3012575348,FERMES_MICHEL_RIENDEAU_LTEE,262,0
3002751965,Baltic_Marketing_Inc_,260,15
3007136401,Bp&Sons_Grain_and_Storage,260,26797
3011366333,Vinh_Hoan_Usa_Inc,260,153405
3002980074,Jayone_Foods_Inc_,259,21378
3002270561,Vyefield_Farms,258,10400
3012198728,LES_FRUITS_ET_LEGUMES_ERIC_FRECH,258,96
3012235616,HOME_DEPOT_USA_INC,258,78626
1827174,Blue_Line_Food_Service_Distribution,257,20370
2027020,Lee_Kum_Kee_USA_Inc,257,57372
3003770160,Iserve_Inc,256,0
3004801771,Runnells_&_Peters_Cattle_Co,256,35000
3007067806,Dr_Oetker_Usa_Llc,256,729
3008227382,Scanlan,256,125
3002808074,Starplex_Scientific,255,0
3003421907,E_D_T_Usa_Corporation,255,3498
3003846475,Aromasource_Inc,255,60
3012318843,LA_REGINA_DI_SAN_MARZANO_USA_INC,255,42288
3010478362,Green_Zen_Llc,254,15926
3002649826,Elite_Mfg_,252,0
3012340193,CAVENDISH_FARMS,252,10800
3012429152,DHC_USA_INC,252,
3001032796,ABS_Seafood_Inc_,251,36
3004210656,European_Chemical_Co__Inc_,251,1
3005937404,Nitro_Packaging,251,50566
3009198891,Chosen_Foods_LLC__,251,235548
3009981591,Arava_Usa_Inc_,251,2020
3011181814,Jica_Fresh_Produce_Inc,251,4120
3003971366,Laboratoires_Dermo-Cosmetik_Inc_,250,0
3007051138,Diverse_By-Products_Ltd,250,374
3010696805,Natra_Chocolate_America,250,3780
2939520,Volcano_Corporation,249,20378
3006162709,Bay_Focus_Dental_Laboratory,249,300
3012335448,EL_DORADO_GROWERS_CORP_,249,33466
3012431108,LES_FERMES_MICHEL_RIENDEAU_LTD,249,0
3000009447,Reginaldo_Rodriguez_Marroquin,248,1780
3004706337,Innophos_Inc,248,0
3006972997,Ippolito_International,248,43812
3000033315,Coast_Citrus_Distributors,247,65746
3003873164,Punjab_Milk_Foods_Inc_,247,9810
3008282856,Inter-Agro_Llc,247,33435
3012388903,COVIDIEN_LP,247,63
2025728,Lisa_Inc,246,23757
3009467664,Qv_Marketing,246,65862
3009639251,Pagasa_S_A__De_C_V_,246,1217
3003225808,Nx-Stage,245,10580
3009114785,Bushman_Organic_Farms_Inc_,245,70400
3010543538,Playtex_Manufacturing_Inc,245,0
1000458839,Stone_Container_Corporation,243,0
3000271442,Seroyal_USA_Inc,243,258
3002540324,GUILTANT_INC_,243,19044
3003433992,Savila_De_Jaumave_S_A_De_C_V_,243,29250
3004845527,C_M_P_Canadian_Medical_Products,242,0
3005226609,Five_Diamond_Cold_Storage_Inc_,242,29532
3008247701,Lubecki_Technical_Holdings_Inc_,242,0
3008332087,Mogul_Food,242,3150
1643623,Little_Farm_Frozen_Foods_Inc_,240,65906
3003986472,Matsushita_Electric_Corp_Of_Ame_,240,49527
3010154747,Heirloom_Farms_S_De_Rl_De_Cv,240,828
3010947814,Keysight_Technologies_Inc,240,25
3012645164,DANDONG_ALPINE_ELECTRONICS_INC_,240,10000
1000151494,Orlando_Food_Sales_Inc,239,30177
1000192432,Philips_Consumer_Electronics,239,9577
3000073160,The_International_Group,239,0
3004469925,Misa_Imports,239,94583
3011405571,Sky_Speed_Distributors_Inc,239,4205
3001413080,Bsh_Home_Appliances_L_P_,238,0
3004214372,Desrochers_Victor,238,10526
1220246,Arthrex_Inc_,237,105629
3002468914,LODC_Inc,237,5674
3004640875,Teuscher_Promenade_LLC,237,357
3010067924,David_Avina_Dba_Avina_Produce,237,150
3000275769,Product_Safety_Compliance_Dept,236,341063
3004254421,Padilla_Imports_Sales_and_Marketing_Inc,236,42566
3008766039,Freiberger_Usa_Inc,236,6
3004348577,Southern_Wine_and_Spirits_of_New_York_Inc_,235,101027
2183301,Patterson_Dental_Supply_Inc_,234,673054
3004952877,Wholesome_Sweeteners,234,205251
3011881180,Orange_Distribution_Solutions_In,234,3
1000502107,Tann_Paper_Limited,233,0
3009907616,Capsugel,233,1
3012110667,EDWARDS_LIFESCIENCES_US_INC,233,11
1000592539,Ontario_Livestock_Exchange,232,71892
3003211103,Norag_Resources_Inc,232,30992
3003215343,Sirona_Dental_Systems_LLC,232,267421
3005284405,Groupe_Marcelle_Inc_,232,7
1000440654,SWEET_DRIED_FRUIT_INC_,231,16380
3000297887,Dela_Incorporated,231,3080
3002969345,Besco_Grain,231,59879
3010017397,LGS_Specialty_Sales_Ltd_,231,126144
3012422090,AMOREPACIFIC_US_INC_,231,
1000247076,APB_Inc_dba_Vision_Produce_Company,230,54924
3007251422,Bread_Movers_Llc,230,0
3001643681,Product_Management_Canada_Inc,229,0
1000431460,ARZYTA,228,109343
1000231555,Adriana_L__King,227,1800
3003146695,Canadian_Computer_Rentals,227,0
3003938622,Kelsen_Inc_,227,154105
3012450545,MISSION_DE_MEXICO_S_A__DE_C_V_,227,176000
3003573057,W_J_Deutsch_&_Sons_Ltd,226,4142
3009198458,Wyeth_Llc,226,337962
3013284618,DRG_INTERNATIONAL_INC,226,8799
1000165934,Grace_Kennedy_USA_Inc,225,8086
1000451423,Sanagria_U_S_A_Inc,225,5934
3012329853,AD-N-ART_INC,225,1
3000119484,Fedway_Imports_Co,224,101372
3010983791,Golden_Kingdom_Produce_Inc,224,319
3012472534,TRICAR_SALES_INC,224,1260
1000181837,Consolidated_Farms_Inc,223,319
3001005141,Mitusbishi_Elec_Auto_America-Mi,223,0
3001856917,USA_Wine_West,223,5
3003946450,Shah_Distributors_Inc_,223,3150
3012446362,ZUCRUM_FOODS_LLC,223,21824
3004296725,Barilla_America_Inc_,222,29588
3010264954,Fresh_Global_Produce_Inc,222,34362
3011791610,Muster_&_Dikson_North_America_In,222,0
1114298,Lonza_Walkersville_Inc_,221,
1380322,Amsterdam_Printing_&_Litho,220,102
2011280,Mojave_Foods_Corp_,220,69233
3010463744,Desert_Farms,220,41921
1000442281,WILLIAM_H__KOPKE_JR__INC_,219,118800
3004289606,DEL_ORO,219,29710
3011267147,Di_Martino_Inc,219,12711
1822385,Dr_Pepper_7_Up_Bottling_Grp_Midwest_Div,218,22216
3002119186,Terminal_Produce_Corp,218,32549
3008087567,Delightful_Quality_Produce_Co,218,13260
1000519961,K_S_Choi_Corp,217,1350
3004043302,Saxco_Canada,217,0
3006257633,California_Bread_Company,217,11
3002642440,Coliman_Pacific_Corp,216,22982
3006174151,Cangro_Foods_Inc,216,4278
3010365744,Saputo_Cheese_USA_Inc_,216,14091
3012219235,DNE_WORLD_FRUIT_LLC,216,48480
3012237285,ANDROS_NORTH_AMERICA,216,8536
1000158576,Novo_Nordisk_Pharmaceutical_Industries_Inc,215,1
3000205907,Central_Purchasing_LLC_DBA_Harbor_Freight_Tools,214,65043
3005301487,Hachey_Holdings_Ltd,214,30800
3012369188,OB_CORPORATE_AUSTIN_,214,0
3001041759,Backerhaus_Veit,213,6294
3008490592,Adrenaline_Amusements_Inc,213,0
3011134213,Motion_Composites,213,50
3012104057,MIZKAN_AMERICASINC_,213,10900
2214133,Johnson_&_Johnson_Consumer_Inc_,212,32603
3004892190,Legend_Produce_Llc_,212,10310
3006103025,Philippine_Fruit_Corporation_DBA__Profood_USA,212,1
1000425159,Regal_Springs_Trading_Co__Inc_,211,451922
3006262382,Dell_Products_L_P_,211,17
3008704545,Ebi_Inc,211,35
3000120822,Knowles_Electronic_Inc_,210,0
3000205754,Maria_L_Sotelo,210,68607
3003799498,Wolf_Peak_International_Inc_,210,10368
3006486448,9082-9912_Quebec_Inc,210,0
3010462478,Star_Crowns_North_America_Inc_,210,0
3010851545,Hand_Held_Products_Inc,210,500
3012215314,HANOVER-FREEZER_STG,210,36907
1000150237,Apio_Inc_,209,44928
3006483184,Coastal_Pacific_Sales_Llc,209,4520
1000119890,House_of_Spices_India_Inc_,208,1313
3004120044,Morton_Salt_Co_,208,9306
3012236625,ORGANICS_UNLIMITED_INC,208,23328
3012311711,TORUS_TRADING_SA_DE_CV,208,24547
3000254186,Power_Selles_Imports_dba_Culinary_Collective,207,0
3011938909,Groupe_Premiere_Moisson,207,1
3012511338,CARGILL_LTD_GRAIN_&_OILSEED,207,63000
3012636544,LA_PRADERA_MIXTECA_S_DE_PR_DE_RL,207,1065
3000225887,Toyota_Motor_Engineering_And_Manufacturing_North_America,206,7641
3004046299,Wildly_Delicious_Preserve_Co__Ltd_,206,27
3009588487,King_Produce_Llc,206,38913
1416689,Tootsie_Roll_Industries_Inc_,205,22446
1421524,Phonak_Inc_,205,0
3010453273,Integra_York_Pa_Inc_,205,91
3011082607,Syg_Wholesale_Inc,205,0
3012426955,INVESTCAP_INC_DBA_ECORIPE_TROPIC,205,8470
3004332417,Sovrana_Trading_Corporation,204,0
3005824002,Cpi,204,150
3006576225,Wiggins_Wholesale_Inc,204,3420
3009105252,Papayas_&_More_Llc,204,28224
3012473813,GUERLAIN_INC_RETAIL_SALES,204,1
3000116774,Port_Royal_Sales_Ltd_,203,53676
3001278744,Silver_Hills_Bakery,203,833
3008785455,Hospira_Inc__US_Service_Center,203,450
3000209464,Morfood_Inc_,202,11900
3001224173,TRANSPACIFIC_FOODS,202,35550
3008632433,Hensall_Co_Op,202,27845
3009826814,Evenflo_Feeding_Incorporated,202,0
3010375065,Group_PPD_INC_,202,0
1221934,DePuy_Mitek_Inc__a_Johnson_&_Johnson_Co_,201,295
2939693,Abaxis_Inc,201,250
1000627294,Scan_Source,201,0
3012320083,CONSTELLATION_BRANDS_U_S__OPERAT,201,81247
3004001580,Perma_Trading,200,0
3009067045,The_Produce_Counter,200,235
3010593153,Valores_Alimenticios_Of_America,200,3078
3012065738,Maizeing_Acres_Inc,200,6264
1420443,Roquette_America_Corp_,199,44257
1000271860,Harman_Motive_Inc,199,500
3012309766,DAYKA_&_HACKETT_LLC,199,68160
3000769786,Canadian_Fishing_Co,198,9700
3006079121,Gwillimdale_Farms,198,0
3008281928,Ldm_Yorkton_Trading_Lp,197,92681
3012031147,General_Electric-Healthcare_Fy,197,10705
3012368441,CISCO_SYSTEMS,197,1200
3002580884,Donut_Time,196,27120
3003295752,Agroson's_LLC,196,15312
3004260583,Coast_Tropical,196,20716
3007010296,Universal_Orthodontic_Lab_Inc,196,48
3008815163,Crescent_Fruit_&_Vegetable_LLC,196,12220
1000329127,Cargill_Inc_,195,18730
3006121262,49th_Parallel_Roasters_Inc,195,246
3008294693,San_Dimas_Luggage_Company,195,11
3012235202,FRITO_LAY_INC__PLANOTX,195,4657
3001631885,Agroexportadora_del_Noroeste_S_A__de_C_V_,194,32738
3010372895,Pier_27_Produce,194,0
1000405075,Jerry_Schulman_Produce_Shipper,193,17550
3004876615,Bridges_Produce_Inc_,193,7006
3006089405,Factor_International_Corporation,193,2065
3009393926,Cutsinger_Enterprises_Inc,191,4080
3012382349,MONAGHAN_MUSHROOMS_LTD_,191,93
3012396662,DUNLEE_DIV__PHILIPS_HEALTHCARE_,191,5000
3001706092,Lackawanna_Products_Corp,190,43117
3002854326,Ammex_Inc,190,1
3003619666,Innovative_Excimer_Solutions_Inc,190,0
3008673159,A&M_Gourmet_Foods_Inc__and_Authentic_Menu_Inc_,189,240
3012399973,Kepix_Corporation__________________S,189,1808
3012416055,LA_NASSA_FOOD_DISTRIBUTORS,189,1762
3010292382,La_Imperial_Usa_Llc,188,11059
3002538794,North_American_Produce,187,50000
3003870681,Moulees_Faubert_Feeds_1979_Inc_,187,12996
3006751511,Coastal_Fresh_Farms_Inc,187,24079
3010883818,X_Border_Llc,187,155
3001494861,Nestle_Nutrition_Fremont_Product_Technology_Center,186,36798
3003104732,State_St_Produce_Inc,186,3816
3007029567,9197-8577_Quebec_Inc,186,0
1293346,Keurig_Green_Mountain_Company,185,206640
1819398,Sensient_Flavors_Inc_,185,4438
3010297544,8047693_Canada_Inc,185,1
2125608,Starkey_Labs_Inc,184,1
3003036960,Bio-K_Plus_International_Incorporated,184,9501
3004017970,Hp_Labs,184,199
3006450624,Carestream_Health_Inc,184,5305
1016427,Cordis_Corporation,183,16645
3010117724,LT_Foods_Americas,183,214714
3004276392,International_Garlic_Exchange_LLC,182,6562
3009751057,Link_Product_Solutions_Ltd,182,1
3012115096,ECCO_DOMANI_USA_INC,182,38709
3000134106,New_West_Fruit_Corp_,181,5184
3006559622,Agfa_Materials_Corporation,181,13605606
1000121924,Puratos_Corporation,180,44973
3000144802,Starline_USA_Inc,180,2326
3002813505,Mosti_Mondiale_Inc,180,5400
3003906917,Centura_Brands_Inc,180,0
3009733505,Baketree,180,174
3009928805,Meunerie_Robitaille,180,9604
1000280532,The_William_Sykes_Co,179,13270
3005654971,I-Stat_Corp,179,0
3006735063,Vision_Import_Group_Llc,179,14040
3010148642,Medicar_Health_Inc_,179,28834
3010205191,Pharmasmart_International,179,0
3012486864,PANASONIC_AUTOMOTIVE_SYSTEMS_COM,179,24439
1000120578,Cynosure_Inc_,178,35000
3003064250,Tropical_Fruit_Trading_Inc_,178,7872
3003814566,Skretting_Canada_Inc_,178,95700
3003883256,Conglom_Inc,178,0
3004044834,Ponderosa_Trading_Company_Ltd_,178,624
3004385284,Great_Eastern_Seafood_Inc_,178,5480
3012324900,VISION_IMPORT_GROUP_LLC_,178,13977
2222077,Chanel_Inc,177,0
3006658470,Whitecap_Seafood_Usa_Inc,177,207000
3004290114,Truck_Freight_International,176,33277
3004322878,Pastas_Molisaba_S_A__de_C_V_,176,6672
3008002452,Carefusion_2200_Inc,176,50357
3010114496,Prince_Edward_Aqua_Farms_Inc,176,0
3010396244,S_&_Z_Distributors_Inc,176,0
3012329822,SUNRISE_GROWERS_INC,176,29250
3012496629,BAUSCHER_WELTEMARKE_DES_HOTELPOR,176,6300
3012599938,CR_BARD_INC_,176,69562
1000128044,Seald_Sweet_Sales_Inc,175,75589
1000152778,Petra_USA,175,0
1000194139,Esteve_Quimica_SA,175,0
1000525351,Inflight_Duty_Free_Shop_Inc_,175,31247
3004087117,Suzanne's_Specialties_Inc_,175,81480
3008763301,G2_Revolution_Llc,175,30
3010282738,Chef_Bobo_Brand_Inc,175,25110
3012215297,ANDEAN_SUN_PRODUCE_INC,175,73528
3012440283,BAY_VALLEY_FOODS_LLC,175,2814
3000174653,Nature'S_Path_Foods_Inc,174,2380
3005421253,Amc_Direct_Inc_,174,63960
3008390531,Agrocentre_Belcan_Inc_,174,40099
3012111838,CESAR_MENDOZA_DBA_MENDOZA_PRODUC,174,4235
2241600,Goya_Foods_Inc_,173,15210
1000120743,Hologic_Inc,173,69
3004696391,La_Maison_Le_Grand,173,2223
3011610368,Mission_Foods_Mexico_S__De_R_L_,173,13440
3012413367,ROBERT_MOSHER_TRANSPORT_INC,173,18154
1000277716,Saven_Inc_,172,22140
3000093457,Marklyn_Co_Inc,172,0
3002622378,Florida_Packing_Vegetable_Limited_Liability_Corporation,172,24073
3003080942,True_North_Salmon_Co__Ltd_,172,0
3004943474,Solectron_Usa_Inc,172,75
3007043670,Livingston_International_Inc_,172,0
3007852697,Abbott_Cardiovascular_Systems,172,133
3012412693,PARKS_LIVESTOCK_OF_CANADA_LP,172,30490
3012543107,GRK_IMPORTS_INC_,172,306
2013293,Mutual_Trading_Company_Inc,171,1
3003596612,Sanofi-Aventis_U_S__LLC,171,3304392
3004691765,Alimentos_Profusa,171,34057
3010308833,Ingredion_Canada_Corporation,171,26280
3012523024,RESMED_CORP-_IMPORTER_OF_RECORD,171,31959
1000363170,London_Fruit_Inc,170,5070
2000014128,Nilsson_Bros__Inc_,170,134164
3004401463,P&B_Inc_,170,9
3006766905,Uoriki_Fresh_Inc,170,79
3008088829,Bananera_Muchachita_Llc,170,3744
3012388995,VITRO_PACKAGING_LLC,170,50566
3024485,International_Trade_Solutions_Inc__,169,93863
1000313142,Trojan_Technologies_Inc,169,0
3004146033,Octapharma_USA_Inc,169,857
3008768675,Jmd_Llc_-_Fairfax,169,904
3012067262,Darling_Ingredients_Inc,169,500
3005104358,Butterfield_Foods,168,180
3012189145,FRIGORIZADOS_LA_HUERTA_S_A__DE_C,168,26680
3012198229,MONTE_SANO_LLC,168,17880
3012415369,1329729_ONTARIO_INC,168,2700
3000132466,Keystone_Fruit_Marketing_Inc,167,24528
3005621784,The_Face_Shop_North_America_Co,167,63
3006496617,HORTIFRUT_IMPORTS_INC_,167,107520
3008496888,Productos_Bredy_Usa_Llc,167,2400
3010643367,Liberty_Foods_Trading_Company_Ll,167,33120
3011769977,Fp_&_H_Llc__Dba_Fleischmann'S_P,167,672
3012427769,CANAM_PET_TREATS_INC,167,1204
3006071422,Hill_Ranch_Llc,166,13640
3007146880,Pure_Fresh_Llc,166,8610
3011723746,Premium_Home_Control_Solutions_L,166,0
3012226912,SAGE_FRUIT_COMPANY_LLC,166,1008
3001231537,Panabo_Sales_Ltd,165,0
3011224276,Sensient_Colors_Inc_,165,
1000259200,Heritage_Frozen_Foods_Ltd_,164,1762
3000205384,Intrade_Consultants,164,3776
3001644107,Semican_Atlantic_Inc,164,4875
3002485712,Ag_International_Brokers_Inc,164,13047
3003277196,eResearch_Technology,164,1000
3000102116,AB_Mauri_Canada_Ltd_,163,0
3001877832,Nova_Grain,163,11568
3002700464,Information_Systems_Div_dba,163,62858
